1.0000000E-02  1.5482951E+00  8.2784200E+00  2.9110296E-02  1.9457320E-04  1.2274800E-02  2.0982578E-03  1.1207511E+01  1.2078878E-02  8.3947799E-07  5.0966427E-07  3.7542336E+02
1.0613082E-02  1.5458545E+00  8.2757768E+00  3.1522396E-02  2.2314260E-04  1.2477391E-02  1.9242363E-03  1.1214459E+01  1.2252799E-02  9.2369839E-07  5.2643134E-07  3.7438740E+02
1.1226165E-02  1.5435400E+00  8.2732899E+00  3.3808281E-02  2.5169744E-04  1.2649826E-02  1.7803565E-03  1.1220222E+01  1.2396584E-02  1.0039158E-06  5.4083609E-07  3.7349056E+02
1.1839247E-02  1.5413280E+00  8.2709284E+00  3.5991659E-02  2.8032243E-04  1.2799278E-02  1.6595295E-03  1.1225094E+01  1.2517321E-02  1.0808053E-06  5.5339843E-07  3.7288355E+02
1.2452329E-02  1.5391468E+00  8.2686129E+00  3.8143139E-02  3.1010950E-04  1.2933564E-02  1.5550302E-03  1.1229351E+01  1.2621733E-02  1.1566962E-06  5.6471313E-07  3.7268555E+02
1.3678494E-02  1.5348119E+00  8.2640434E+00  4.2413895E-02  3.7420383E-04  1.3168238E-02  1.3844513E-03  1.1236459E+01  1.2792142E-02  1.3074308E-06  5.8444668E-07  3.7238876E+02
1.4904658E-02  1.5305091E+00  8.2595411E+00  4.6646576E-02  4.4431045E-04  1.3367744E-02  1.2550520E-03  1.1242091E+01  1.2921375E-02  1.4566731E-06  6.0104508E-07  3.7217072E+02
1.6130823E-02  1.5262351E+00  8.2550936E+00  5.0844520E-02  5.2038920E-04  1.3541169E-02  1.1577056E-03  1.1246598E+01  1.3018560E-02  1.6043285E-06  6.1519362E-07  3.7199523E+02
1.7356987E-02  1.5219834E+00  8.2506877E+00  5.5014100E-02  6.0251135E-04  1.3695395E-02  1.0856014E-03  1.1250234E+01  1.3090506E-02  1.7504881E-06  6.2743135E-07  3.7182832E+02
1.9809316E-02  1.5135406E+00  8.2419748E+00  6.3274568E-02  7.8481655E-04  1.3965523E-02  9.9777870E-04  1.1255590E+01  1.3178020E-02  2.0383094E-06  6.4774570E-07  3.7161403E+02
2.1035481E-02  1.5093465E+00  8.2376577E+00  6.7368499E-02  8.8498872E-04  1.4088502E-02  9.7497197E-04  1.1257559E+01  1.3200677E-02  2.1800479E-06  6.5641785E-07  3.7154006E+02
2.2261645E-02  1.5051686E+00  8.2333614E+00  7.1440205E-02  9.9118343E-04  1.4206923E-02  9.6274563E-04  1.1259174E+01  1.3212755E-02  2.3204219E-06  6.6440156E-07  3.7148010E+02
2.3487810E-02  1.5010064E+00  8.2290834E+00  7.5490204E-02  1.1033839E-03  1.4322736E-02  9.5913283E-04  1.1260502E+01  1.3216221E-02  2.4594784E-06  6.7186923E-07  3.7143321E+02
2.4713975E-02  1.4968591E+00  8.2248213E+00  7.9519273E-02  1.2215869E-03  1.4437514E-02  9.6255775E-04  1.1261596E+01  1.3212651E-02  2.5972796E-06  6.7896138E-07  3.7139566E+02
2.8392468E-02  1.4844991E+00  8.2121116E+00  9.1488657E-02  1.6122572E-03  1.4787201E-02  1.0035412E-03  1.1263854E+01  1.3171241E-02  3.0038013E-06  6.9903066E-07  3.7132677E+02
3.2070962E-02  1.4722499E+00  8.1994883E+00  1.0329304E-01  2.0570946E-03  1.5161298E-02  1.0742814E-03  1.1265111E+01  1.3100084E-02  3.4011980E-06  7.1879250E-07  3.7130025E+02
3.5749455E-02  1.4601030E+00  8.1869301E+00  1.1494092E-01  2.5560467E-03  1.5572656E-02  1.1618754E-03  1.1265787E+01  1.3012080E-02  3.7906370E-06  7.3944606E-07  3.7130206E+02
3.9427949E-02  1.4480514E+00  8.1744227E+00  1.2643950E-01  3.1091272E-03  1.6028404E-02  1.2592082E-03  1.1266115E+01  1.2914342E-02  4.1729992E-06  7.6166167E-07  3.7132155E+02
4.3106443E-02  1.4360899E+00  8.1619571E+00  1.3779379E-01  3.7163259E-03  1.6532510E-02  1.3623010E-03  1.1266224E+01  1.2810849E-02  4.5488767E-06  7.8581364E-07  3.7135266E+02
4.6784936E-02  1.4242143E+00  8.1495268E+00  1.4900799E-01  4.3776598E-03  1.7087210E-02  1.4689344E-03  1.1266187E+01  1.2703820E-02  4.9186555E-06  8.1210890E-07  3.7139213E+02
5.4141924E-02  1.4007098E+00  8.1247567E+00  1.7102744E-01  5.8627158E-03  1.8352852E-02  1.6883485E-03  1.1265817E+01  1.2483624E-02  5.6406983E-06  8.7151914E-07  3.7148974E+02
6.1498911E-02  1.3775209E+00  8.1000905E+00  1.9251484E-01  7.5642269E-03  1.9830122E-02  1.9125895E-03  1.1265162E+01  1.2258616E-02  6.3398091E-06  9.4025069E-07  3.7160346E+02
6.8855898E-02  1.3546353E+00  8.0755143E+00  2.1348243E-01  9.4822695E-03  2.1520668E-02  2.1400862E-03  1.1264267E+01  1.2030365E-02  7.0158354E-06  1.0183083E-06  3.7172894E+02
7.6212885E-02  1.3320454E+00  8.0510200E+00  2.3393782E-01  1.1616807E-02  2.3425091E-02  2.3702011E-03  1.1263145E+01  1.1799510E-02  7.6682511E-06  1.1055630E-06  3.7186483E+02
8.3569873E-02  1.3097454E+00  8.0266014E+00  2.5388678E-01  1.3967847E-02  2.5543720E-02  2.6026113E-03  1.1261799E+01  1.1566376E-02  8.2963978E-06  1.2018215E-06  3.7201001E+02
9.0926860E-02  1.2877309E+00  8.0022538E+00  2.7333368E-01  1.6535387E-02  2.7876801E-02  2.8370716E-03  1.1260226E+01  1.1331207E-02  8.8995788E-06  1.3068495E-06  3.7216395E+02
9.8283847E-02  1.2659985E+00  7.9779736E+00  2.9228206E-01  1.9319429E-02  3.0424559E-02  3.0733546E-03  1.1258423E+01  1.1094233E-02  9.4771059E-06  1.4203790E-06  3.7232636E+02
1.0564083E-01  1.2445451E+00  7.9537576E+00  3.1073488E-01  2.2319971E-02  3.3187225E-02  3.3112313E-03  1.1256388E+01  1.0855683E-02  1.0028322E-05  1.5421109E-06  3.7249709E+02
1.1299782E-01  1.2233683E+00  7.9296029E+00  3.2869473E-01  2.5537015E-02  3.6165034E-02  3.5504662E-03  1.1254117E+01  1.0615795E-02  1.0552615E-05  1.6717167E-06  3.7267607E+02
1.2035481E-01  1.2024655E+00  7.9055069E+00  3.4616398E-01  2.8970561E-02  3.9358228E-02  3.7908175E-03  1.1251607E+01  1.0374809E-02  1.1049428E-05  1.8088392E-06  3.7286331E+02
1.2771180E-01  1.1818346E+00  7.8814672E+00  3.6314480E-01  3.2620605E-02  4.2767056E-02  4.0320346E-03  1.1248856E+01  1.0132979E-02  1.1518267E-05  1.9530941E-06  3.7305882E+02
