4.4871795E-03  1.5775999E+00  8.3199542E+00  1.0668721E-07 -1.3977708E-13  4.5412397E-05  1.4133073E-02  8.7711425E+00  4.5414084E-05  1.1264695E-14  6.9038937E-12  3.2687638E+02
4.5512821E-03  1.5775998E+00  8.3199430E+00  1.6951239E-07 -1.4088730E-13  5.6560857E-05  1.4121924E-02  8.8664814E+00  5.6562206E-05  2.2291916E-14  1.0709631E-11  3.3976944E+02
4.5833333E-03  1.5775998E+00  8.3199320E+00  2.4593356E-07 -1.5254464E-13  6.7461785E-05  1.4111023E-02  8.9430231E+00  6.7462910E-05  3.8574963E-14  1.5235548E-11  3.4815999E+02
4.6153846E-03  1.5775997E+00  8.3199222E+00  3.2507767E-07 -1.5043522E-13  7.7165500E-05  1.4101320E-02  9.0013894E+00  7.7166477E-05  5.8323171E-14  1.9933782E-11  3.3644335E+02
4.6474359E-03  1.5775996E+00  8.3199105E+00  4.3394982E-07 -1.4843682E-13  8.8730656E-05  1.4089754E-02  9.0620418E+00  8.8731496E-05  8.9525312E-14  2.6356792E-11  3.4972563E+02
4.6794872E-03  1.5775993E+00  8.3198911E+00  6.5249837E-07 -1.1846080E-13  1.0795493E-04  1.4070530E-02  9.1472145E+00  1.0795560E-04  1.6377909E-13  3.9015216E-11  3.4572010E+02
4.6901709E-03  1.5775992E+00  8.3198817E+00  7.7468866E-07 -1.3689050E-13  1.1721142E-04  1.4061274E-02  9.1829441E+00  1.1721203E-04  2.1112312E-13  4.5992925E-11  3.6573229E+02
4.6937322E-03  1.5775991E+00  8.3198725E+00  9.0857742E-07 -5.9063865E-14  1.2627723E-04  1.4052208E-02  9.2153014E+00  1.2627779E-04  2.6676439E-13  5.3383065E-11  3.7953012E+02
4.6972934E-03  1.5775988E+00  8.3198566E+00  1.1668501E-06  6.8833828E-14  1.4188304E-04  1.4036602E-02  9.2659107E+00  1.4188352E-04  3.8493757E-13  6.7393536E-11  3.8331603E+02
4.7008547E-03  1.5775986E+00  8.3198419E+00  1.4329070E-06  2.0006219E-13  1.5635598E-04  1.4022129E-02  9.3080985E+00  1.5635639E-04  5.2093192E-13  8.1844588E-11  3.7708699E+02
4.7022792E-03  1.5775985E+00  8.3198363E+00  1.5414530E-06  2.8443914E-13  1.6189286E-04  1.4016592E-02  9.3232131E+00  1.6189325E-04  5.8024034E-13  8.7744085E-11  3.8354467E+02
4.7037037E-03  1.5775983E+00  8.3198274E+00  1.7213428E-06  4.7295501E-13  1.7054702E-04  1.4007938E-02  9.3458319E+00  1.7054737E-04  6.8259597E-13  9.7376235E-11  3.8963388E+02
4.7051282E-03  1.5775980E+00  8.3198154E+00  1.9841185E-06  7.5617290E-13  1.8233046E-04  1.3996155E-02  9.3748501E+00  1.8233077E-04  8.4116692E-13  1.1129773E-10  3.9314952E+02
4.7065527E-03  1.5775977E+00  8.3198029E+00  2.2742905E-06  1.1286527E-12  1.9449336E-04  1.3983992E-02  9.4028990E+00  1.9449363E-04  1.0285120E-12  1.2664285E-10  3.9314954E+02
4.7079772E-03  1.5775974E+00  8.3197905E+00  2.5831839E-06  1.5635271E-12  2.0664560E-04  1.3971840E-02  9.4292236E+00  2.0664583E-04  1.2412047E-12  1.4296402E-10  3.9314874E+02
4.7150997E-03  1.5775956E+00  8.3197280E+00  4.4076471E-06  5.2622351E-12  2.6724023E-04  1.3911245E-02  9.5409161E+00  2.6724027E-04  2.7389702E-12  2.3910837E-10  3.9314893E+02
4.7162868E-03  1.5775952E+00  8.3197176E+00  4.7570905E-06  6.1908256E-12  2.7731517E-04  1.3901170E-02  9.5569907E+00  2.7731518E-04  3.0675843E-12  2.5747861E-10  3.9314976E+02
4.7174739E-03  1.5775949E+00  8.3197072E+00  5.1194641E-06  7.2393203E-12  2.8738292E-04  1.3891102E-02  9.5724809E+00  2.8738290E-04  3.4211312E-12  2.7651495E-10  3.9314982E+02
4.7186610E-03  1.5775945E+00  8.3196968E+00  5.4947559E-06  8.4053875E-12  2.9744341E-04  1.3881042E-02  9.5874271E+00  2.9744336E-04  3.8004923E-12  2.9621581E-10  3.9314988E+02
4.7198481E-03  1.5775941E+00  8.3196865E+00  5.8742415E-06  9.6513908E-12  3.0728107E-04  1.3871204E-02  9.6015613E+00  3.0728099E-04  4.1973720E-12  3.1613596E-10  3.9087290E+02
4.7210351E-03  1.5775938E+00  8.3196784E+00  6.1846155E-06  1.0668577E-11  3.1514907E-04  1.3863336E-02  9.6125438E+00  3.1514897E-04  4.5323226E-12  3.3253440E-10  3.8568765E+02
4.7222222E-03  1.5775936E+00  8.3196728E+00  6.3988234E-06  1.1278645E-11  3.2052906E-04  1.3857956E-02  9.6198967E+00  3.2052894E-04  4.7693711E-12  3.4398605E-10  3.7940121E+02
4.7257835E-03  1.5775931E+00  8.3196597E+00  6.9099190E-06  1.2708168E-11  3.3310600E-04  1.3845379E-02  9.6366153E+00  3.3310584E-04  5.3524492E-12  3.7151339E-10  3.7536286E+02
4.7293447E-03  1.5775926E+00  8.3196485E+00  7.3578275E-06  1.3955059E-11  3.4379596E-04  1.3834689E-02  9.6503366E+00  3.4379577E-04  5.8823455E-12  3.9574380E-10  3.7324896E+02
4.7329060E-03  1.5775923E+00  8.3196393E+00  7.7386428E-06  1.5024759E-11  3.5267634E-04  1.3825809E-02  9.6614147E+00  3.5267612E-04  6.3466389E-12  4.1645466E-10  3.7048117E+02
4.7364672E-03  1.5775920E+00  8.3196319E+00  8.0453835E-06  1.5810908E-11  3.5971824E-04  1.3818767E-02  9.6700028E+00  3.5971800E-04  6.7299816E-12  4.3325342E-10  3.6709419E+02
4.7400285E-03  1.5775917E+00  8.3196264E+00  8.2801179E-06  1.6417756E-11  3.6506025E-04  1.3813425E-02  9.6764064E+00  3.6505999E-04  7.0292217E-12  4.4621860E-10  3.6311912E+02
4.7435897E-03  1.5775915E+00  8.3196223E+00  8.4522796E-06  1.6813773E-11  3.6896714E-04  1.3809518E-02  9.6810307E+00  3.6896687E-04  7.2521842E-12  4.5582177E-10  3.5930052E+02
4.7500000E-03  1.5775909E+00  8.3196086E+00  9.0547603E-06  1.8627322E-11  3.8203861E-04  1.3796447E-02  9.6961540E+00  3.8203829E-04  8.0444287E-12  4.8869501E-10  3.7585371E+02
4.7521368E-03  1.5775905E+00  8.3195984E+00  9.5278172E-06  2.0650148E-11  3.9174216E-04  1.3786743E-02  9.7070498E+00  3.9174181E-04  8.6797555E-12  5.1383867E-10  3.8816944E+02
4.7542735E-03  1.5775897E+00  8.3195824E+00  1.0307362E-05  2.4852675E-11  4.0700436E-04  1.3771481E-02  9.7236529E+00  4.0700396E-04  9.7558411E-12  5.5466228E-10  3.9112163E+02
4.7564103E-03  1.5775890E+00  8.3195679E+00  1.1034996E-05  2.8925640E-11  4.2077933E-04  1.3757706E-02  9.7381122E+00  4.2077888E-04  1.0798133E-11  5.9284786E-10  3.8471007E+02
4.7606838E-03  1.5775871E+00  8.3195326E+00  1.2916390E-05  4.1723625E-11  4.5420009E-04  1.3724285E-02  9.7713147E+00  4.5419951E-04  1.3643319E-11  6.9077795E-10  3.9315000E+02
4.7649573E-03  1.5775849E+00  8.3194946E+00  1.5097539E-05  5.9375505E-11  4.8994792E-04  1.3688537E-02  9.8042277E+00  4.8994720E-04  1.7202757E-11  8.0381143E-10  3.9315000E+02
4.7692308E-03  1.5775826E+00  8.3194566E+00  1.7443622E-05  8.1426643E-11  5.2560221E-04  1.3652883E-02  9.8347454E+00  5.2560133E-04  2.1322896E-11  9.2507944E-10  3.9315000E+02
4.7820513E-03  1.5775745E+00  8.3193422E+00  2.5467144E-05  1.8089474E-10  6.3200603E-04  1.3546479E-02  9.9148407E+00  6.3200460E-04  3.7435613E-11  1.3376368E-09  3.9315000E+02
4.7948718E-03  1.5775650E+00  8.3192272E+00  3.4959514E-05  3.4663550E-10  7.3757600E-04  1.3440909E-02  9.9819577E+00  7.3757388E-04  5.9977306E-11  1.8219674E-09  3.9315000E+02
4.8076923E-03  1.5775541E+00  8.3191115E+00  4.5909148E-05  6.0250371E-10  8.4231816E-04  1.3336168E-02  1.0039659E+01  8.4231518E-04  8.9954246E-11  2.3763521E-09  3.9315000E+02
4.8717949E-03  1.5774779E+00  8.3185238E+00  1.2211644E-04  4.3035597E-09  1.3538202E-03  1.2824669E-02  1.0245903E+01  1.3538094E-03  3.8471655E-10  6.1410083E-09  3.9315000E+02
4.9358974E-03  1.5773669E+00  8.3179211E+00  2.3306322E-04  1.5699012E-08  1.8455109E-03  1.2332990E-02  1.0380622E+01  1.8454828E-03  1.0012869E-09  1.1415979E-08  3.9315000E+02
5.0000000E-03  1.5772226E+00  8.3173042E+00  3.7738915E-04  4.1190136E-08  2.3181047E-03  1.1860422E-02  1.0479804E+01  2.3180435E-03  2.0373018E-09  1.8018164E-08  3.9315000E+02
5.0641026E-03  1.5770461E+00  8.3166735E+00  5.5378074E-04  8.8738732E-08  2.7722948E-03  1.1406279E-02  1.0557677E+01  2.7721767E-03  3.5766513E-09  2.5780392E-08  3.9315000E+02
5.1282051E-03  1.5768389E+00  8.3160298E+00  7.6097002E-04  1.6764153E-07  3.2087535E-03  1.0969899E-02  1.0621342E+01  3.2085457E-03  5.6907666E-09  3.4550213E-08  3.9315000E+02
5.2136752E-03  1.5765166E+00  8.3151521E+00  1.0830210E-03  3.3978083E-07  3.7642400E-03  1.0414585E-02  1.0690907E+01  3.7638432E-03  9.5061588E-09  4.7572547E-08  3.9315000E+02
5.2991453E-03  1.5761445E+00  8.3142534E+00  1.4548700E-03  6.1356476E-07  4.2908498E-03  9.8882489E-03  1.0747997E+01  4.2901598E-03  1.4564044E-08  6.1846019E-08  3.9315000E+02
5.3846154E-03  1.5757251E+00  8.3133348E+00  1.8738647E-03  1.0185579E-06  4.7900101E-03  9.3894935E-03  1.0796013E+01  4.7888935E-03  2.0951300E-08  7.7111581E-08  3.9315000E+02
5.5128205E-03  1.5750128E+00  8.3119222E+00  2.5852594E-03  1.9408108E-06  5.4902574E-03  8.6901685E-03  1.0855597E+01  5.4881821E-03  3.3155829E-08  1.0138147E-07  3.9315000E+02
5.6410256E-03  1.5742076E+00  8.3104711E+00  3.3890444E-03  3.3390171E-06  6.1361743E-03  8.0456498E-03  1.0904218E+01  6.1326600E-03  4.8613183E-08  1.2673143E-07  3.9315000E+02
5.7692308E-03  1.5733169E+00  8.3089848E+00  4.2777607E-03  5.3260847E-06  6.7318470E-03  7.4519642E-03  1.0944757E+01  6.7263010E-03  6.7364546E-08  1.5263661E-07  3.9315000E+02
5.8974359E-03  1.5723475E+00  8.3074661E+00  5.2444835E-03  8.0151487E-06  7.2810928E-03  6.9054074E-03  1.0979103E+01  7.2728096E-03  8.9384751E-08  1.7867615E-07  3.9315000E+02
6.0256410E-03  1.5713057E+00  8.3059179E+00  6.2827876E-03  1.1517558E-05  7.7874742E-03  6.4025284E-03  1.1008566E+01  7.7756376E-03  1.1459751E-07  2.0451658E-07  3.9315000E+02
6.1538462E-03  1.5701973E+00  8.3043427E+00  7.3867154E-03  1.5941341E-05  8.2543125E-03  5.9401139E-03  1.1034088E+01  8.2379984E-03  1.4288805E-07  2.2989754E-07  3.9315000E+02
6.2820513E-03  1.5690293E+00  8.3027447E+00  8.5493525E-03  2.1380493E-05  8.6842414E-03  5.5156242E-03  1.1056349E+01  8.6624322E-03  1.7407583E-07  2.5459263E-07  3.9303659E+02
6.4102564E-03  1.5678891E+00  8.3012325E+00  9.6836117E-03  2.7307772E-05  9.0562416E-03  5.1495513E-03  1.1074742E+01  9.0284511E-03  2.0570037E-07  2.7698370E-07  3.9112343E+02
6.5384615E-03  1.5668283E+00  8.2998596E+00  1.0738485E-02  3.3249940E-05  9.3683461E-03  4.8433890E-03  1.1089604E+01  9.3345636E-03  2.3604900E-07  2.9650392E-07  3.8953220E+02
6.6666667E-03  1.5658307E+00  8.2985940E+00  1.1730053E-02  3.9200927E-05  9.6364582E-03  4.5812278E-03  1.1101982E+01  9.5966782E-03  2.6529993E-07  3.1380716E-07  3.8819220E+02
6.7948718E-03  1.5648852E+00  8.2974139E+00  1.2669683E-02  4.5158644E-05  9.8709085E-03  4.3527353E-03  1.1112527E+01  9.8251269E-03  2.9359434E-07  3.2934205E-07  3.8703725E+02
6.9230769E-03  1.5639831E+00  8.2963040E+00  1.3565808E-02  5.1123383E-05  1.0078796E-02  4.1508120E-03  1.1121669E+01  1.0027009E-02  3.2104728E-07  3.4343145E-07  3.8604368E+02
7.1794872E-03  1.5622875E+00  8.2942538E+00  1.5249447E-02  6.3054962E-05  1.0433443E-02  3.8080975E-03  1.1136831E+01  1.0369646E-02  3.7371421E-07  3.6814680E-07  3.8433137E+02
7.4358974E-03  1.5607077E+00  8.2923797E+00  1.6817329E-02  7.4998790E-05  1.0727630E-02  3.5258539E-03  1.1149013E+01  1.0651818E-02  4.2386098E-07  3.8929422E-07  3.8291694E+02
7.6923077E-03  1.5592207E+00  8.2906428E+00  1.8292399E-02  8.6949534E-05  1.0977539E-02  3.2878959E-03  1.1159089E+01  1.0889710E-02  4.7185974E-07  4.0771331E-07  3.8172032E+02
7.9487179E-03  1.5578103E+00  8.2890163E+00  1.9690807E-02  9.8904705E-05  1.1193688E-02  3.0837022E-03  1.1167608E+01  1.1093841E-02  5.1799346E-07  4.2397622E-07  3.8068570E+02
8.2051282E-03  1.5564647E+00  8.2874811E+00  2.1024390E-02  1.1086256E-04  1.1383292E-02  2.9060554E-03  1.1174932E+01  1.1271429E-02  5.6248235E-07  4.3849116E-07  3.7977611E+02
8.4615385E-03  1.5551750E+00  8.2860232E+00  2.2302147E-02  1.2282184E-04  1.1551518E-02  2.7497889E-03  1.1181317E+01  1.1427639E-02  6.0550276E-07  4.5156046E-07  3.7896583E+02
8.7179487E-03  1.5539341E+00  8.2846316E+00  2.3531117E-02  1.3478161E-04  1.1702189E-02  2.6110777E-03  1.1186943E+01  1.1566297E-02  6.4719914E-07  4.6341472E-07  3.7823625E+02
8.9743590E-03  1.5527363E+00  8.2832978E+00  2.4716935E-02  1.4674114E-04  1.1838214E-02  2.4870123E-03  1.1191947E+01  1.1690311E-02  6.8769196E-07  4.7423410E-07  3.7757347E+02
9.2307692E-03  1.5515771E+00  8.2820149E+00  2.5864202E-02  1.5869990E-04  1.1961856E-02  2.3753288E-03  1.1196433E+01  1.1801945E-02  7.2708321E-07  4.8416213E-07  3.7696685E+02
9.4871795E-03  1.5504526E+00  8.2807774E+00  2.6976733E-02  1.7065745E-04  1.2074910E-02  2.2742324E-03  1.1200481E+01  1.1902994E-02  7.6546035E-07  4.9331510E-07  3.7640808E+02
9.7435897E-03  1.5493596E+00  8.2795805E+00  2.8057744E-02  1.8261356E-04  1.2178822E-02  2.1822764E-03  1.1204156E+01  1.1994904E-02  8.0289941E-07  5.0178860E-07  3.7589112E+02
9.7863248E-03  1.5491803E+00  8.2793846E+00  2.8235096E-02  1.8460686E-04  1.2195343E-02  2.1677494E-03  1.1204736E+01  1.2009423E-02  8.0905453E-07  5.0314091E-07  3.7581030E+02
9.8290598E-03  1.5490017E+00  8.2791898E+00  2.8411663E-02  1.8660016E-04  1.2211647E-02  2.1534380E-03  1.1205308E+01  1.2023727E-02  8.1518584E-07  5.0447693E-07  3.7572867E+02
9.8717949E-03  1.5488240E+00  8.2789959E+00  2.8587454E-02  1.8859341E-04  1.2227741E-02  2.1393378E-03  1.1205871E+01  1.2037820E-02  8.2129349E-07  5.0579695E-07  3.7564799E+02
9.9145299E-03  1.5486469E+00  8.2788030E+00  2.8762478E-02  1.9058661E-04  1.2243627E-02  2.1254443E-03  1.1206425E+01  1.2051706E-02  8.2737775E-07  5.0710129E-07  3.7556823E+02
9.9572650E-03  1.5484707E+00  8.2786111E+00  2.8936748E-02  1.9257975E-04  1.2259312E-02  2.1117529E-03  1.1206972E+01  1.2065390E-02  8.3343890E-07  5.0839025E-07  3.7548938E+02
1.0000000E-02  1.5482951E+00  8.2784200E+00  2.9110296E-02  1.9457320E-04  1.2274800E-02  2.0982578E-03  1.1207511E+01  1.2078878E-02  8.3947799E-07  5.0966427E-07  3.7542336E+02
