4.3670526E-01  5.2922200E-01  6.8880833E+00  6.6695502E-01  3.8142298E-01  3.8353835E-01  1.2063118E-02  1.0911740E+01  2.0975731E-03  9.7340848E-06  8.0596681E-06  3.9315000E+02
4.3680984E-01  5.2902784E-01  6.8876984E+00  6.6691416E-01  3.8165800E-01  3.8372914E-01  1.2107340E-02  1.0902687E+01  2.0537147E-03  9.5326909E-06  7.8973284E-06  3.9315000E+02
4.3691441E-01  5.2883710E-01  6.8873075E+00  6.6687470E-01  3.8188821E-01  3.8392933E-01  1.2137364E-02  1.0896476E+01  2.0239354E-03  9.3967813E-06  7.7892574E-06  3.9315000E+02
4.3701899E-01  5.2864868E-01  6.8869126E+00  6.6683616E-01  3.8211517E-01  3.8413578E-01  1.2157870E-02  1.0892228E+01  2.0035925E-03  9.3047648E-06  7.7175762E-06  3.9315000E+02
4.3712356E-01  5.2846186E-01  6.8865152E+00  6.6679824E-01  3.8233991E-01  3.8434640E-01  1.2171999E-02  1.0889321E+01  1.9895732E-03  9.2421667E-06  7.6702954E-06  3.9315000E+02
4.3722814E-01  5.2827615E-01  6.8861161E+00  6.6676072E-01  3.8256313E-01  3.8455976E-01  1.2181855E-02  1.0887325E+01  1.9797912E-03  9.1992836E-06  7.6393741E-06  3.9315000E+02
4.3733271E-01  5.2809122E-01  6.8857160E+00  6.6672347E-01  3.8278531E-01  3.8477494E-01  1.2188848E-02  1.0885946E+01  1.9728480E-03  9.1696105E-06  7.6194192E-06  3.9315000E+02
4.3754186E-01  5.2772292E-01  6.8849142E+00  6.6664944E-01  3.8322764E-01  3.8520841E-01  1.2197711E-02  1.0884300E+01  1.9640408E-03  9.1339035E-06  7.5991431E-06  3.9315000E+02
4.3775101E-01  5.2735594E-01  6.8841118E+00  6.6657569E-01  3.8366837E-01  3.8564386E-01  1.2202996E-02  1.0883435E+01  1.9587823E-03  9.1147120E-06  7.5925885E-06  3.9315000E+02
4.3796016E-01  5.2698981E-01  6.8833095E+00  6.6650203E-01  3.8410816E-01  3.8607997E-01  1.2206673E-02  1.0882921E+01  1.9551167E-03  9.1029300E-06  7.5921880E-06  3.9315000E+02
4.3827389E-01  5.2644182E-01  6.8821074E+00  6.6639155E-01  3.8476664E-01  3.8673416E-01  1.2210969E-02  1.0882417E+01  1.9508287E-03  9.0908739E-06  7.5962396E-06  3.9315000E+02
4.3858761E-01  5.2589503E-01  6.8809070E+00  6.6628096E-01  3.8542401E-01  3.8738776E-01  1.2214740E-02  1.0882028E+01  1.9470621E-03  9.0812176E-06  7.6022568E-06  3.9315000E+02
4.3921506E-01  5.2480480E-01  6.8785121E+00  6.6605939E-01  3.8673581E-01  3.8869240E-01  1.2221890E-02  1.0881330E+01  1.9399157E-03  9.0636136E-06  7.6156056E-06  3.9315000E+02
4.3984251E-01  5.2371892E-01  6.8761252E+00  6.6583726E-01  3.8804382E-01  3.8999339E-01  1.2228919E-02  1.0880651E+01  1.9328901E-03  9.0464434E-06  7.6291648E-06  3.9315000E+02
4.4046996E-01  5.2263734E-01  6.8737463E+00  6.6561457E-01  3.8934809E-01  3.9129068E-01  1.2235895E-02  1.0879977E+01  1.9259180E-03  9.0293936E-06  7.6426725E-06  3.9315000E+02
4.4172486E-01  5.2048694E-01  6.8690124E+00  6.6516758E-01  3.9194548E-01  3.9387426E-01  1.2249709E-02  1.0878638E+01  1.9121112E-03  8.9955531E-06  7.6694529E-06  3.9315000E+02
